Word (he),Word (en),Root,Part of speech,Binyan,Meaning
סְתִימָה,stima,"['ס', 'ת', 'ם']",Noun,"ktila pattern, feminine","sealing, plugging; blockage; filling (dentistry)"
לִסְתּוֹר,listor,"['ס', 'ת', 'ר']",Verb,pa'al,to contradict; to refute
לְהִסְתַּתֵּר,lehistater,"['ס', 'ת', 'ר']",Verb,hitpa'el,to hide (oneself)
מִסְתּוֹר,mistor,"['ס', 'ת', 'ר']",Noun,"miktol pattern, masculine","refuge, hiding place"
סְתִירָה,stira,"['ס', 'ת', 'ר']",Noun,"ktila pattern, feminine",contradiction
סֵתֶר,seter,"['ס', 'ת', 'ר']",Noun,"ketel pattern, masculine","hideaway, secret hiding place; secret, mystery"
לְהִיסָּתֵר,lehisater,"['ס', 'ת', 'ר']",Verb,nif'al,"to be hidden, concealed; to hide oneself"
לְהַסְתִּיר,lehastir,"['ס', 'ת', 'ר']",Verb,hif'il,"to hide (something), to cover; to block someone's view (coll.)"
נִסְתָּר,nistar,"['ס', 'ת', 'ר']",Adjective,niktal pattern,"hidden, concealed; third person (grammar)"
לְסַתֵּת,lesatet,"['ס', 'ת', 'ת']",Verb,pi'el,to chisel (stones)
עָב,av,[],Adjective,"thick, fat, voluminous (in expressions)",
לְהַעֲבִיד,leha'avid,"['ע', 'ב', 'ד']",Verb,hif'il,to employ; to make work
עוּבְדָּה,uvda,"['ע', 'ב', 'ד']",Noun,"kutla pattern, feminine",fact
עִיבּוּד,ibud,"['ע', 'ב', 'ד']",Noun,"kittul pattern, masculine",processing
עֲבוֹדָה,avoda,"['ע', 'ב', 'ד']",Noun,"ktola pattern, feminine","work, job"
עֶבֶד,eved,"['ע', 'ב', 'ד']",Noun,"ketel pattern, masculine",slave
עַבְדוּת,avdut,"['ע', 'ב', 'ד']",Noun,"katlut pattern, feminine","slavery, slavedom"
מַעְבָּדָה,ma'abada,"['ע', 'ב', 'ד']",Noun,"miktala pattern, feminine",laboratory
לַעֲבוֹד,la'avod,"['ע', 'ב', 'ד']",Verb,pa'al,"to work; to operate, to function"
לְעַבֵּד,le'abed,"['ע', 'ב', 'ד']",Verb,pi'el,"to work upon, to process"
בְּדִיעֲבַד,bedi'avad,"['ע', 'ב', 'ד']",Adverb,"in retrospect, post factum",
עֲבוּר,avur,[],Preposition,for,
עוֹבִי,ovi,"['ע', 'ב', 'ה']",Noun,"kotel pattern, masculine",thickness
לְהִתְעַבּוֹת,lehit'abot,"['ע', 'ב', 'ה']",Verb,hitpa'el,"to thicken, to condense (intransitive)"
לַעֲבוֹת,la'avot,"['ע', 'ב', 'ה']",Verb,pa'al,"to be fat, to be rude (rare)"
לְעַבּוֹת,le'abot,"['ע', 'ב', 'ה']",Verb,pi'el,"to thicken, to condense something; to reinforce"
עוּבָּר,ubar,"['ע', 'ב', 'ר']",Noun,masculine,"fetus, embryo"
מַעְבּוֹרֶת,ma'aboret,"['ע', 'ב', 'ר']",Noun,"miktolet pattern, feminine",ferry; space shuttle
לְהַעֲבִיר,leha'avir,"['ע', 'ב', 'ר']",Verb,hif'il,"to transfer, to pass something"
לְהִתְעַבֵּר,lehit'aber,"['ע', 'ב', 'ר']",Verb,hitpa'el,to become pregnant
עֲבַרְייָן,avaryan,"['ע', 'ב', 'ר']",Noun,criminal,
מַעֲבָר,ma'avar,"['ע', 'ב', 'ר']",Noun,"miktal pattern, masculine","passage, transition; passageway"
עִבְרִי,ivri,"['ע', 'ב', 'ר']",Adjective,"Hebrew (adjective), Jewish",
עֲבִירָה,avira,"['ע', 'ב', 'ר']",Noun,"ktila pattern, feminine","passing, crossing"
עֲבֵירָה,avera,"['ע', 'ב', 'ר']",Noun,"ktela pattern, feminine","crime; sin, transgression; foul (sports)"
מַעְבָּרָה,ma'abara,"['ע', 'ב', 'ר']",Noun,"miktala pattern, feminine",transit camp
הַעֲבָרָה,ha'avara,"['ע', 'ב', 'ר']",Noun,"haktala pattern, feminine","transferring, transfer"
לְשֶׁעָבַר,leshe'avar,"['ע', 'ב', 'ר']",Adverb,"formerly, previously, former",
כַּעֲבוֹר,ka'avor,"['ע', 'ב', 'ר']",Conjunction,after (a certain amount of time),
לְעַבֵּר,le'aber,"['ע', 'ב', 'ר']",Verb,pi'el,to impregnate
לַעֲבוֹר,la'avor,"['ע', 'ב', 'ר']",Verb,pa'al,to pass; to overtake; to move
עָבָר,avar,"['ע', 'ב', 'ר']",Noun,"katal pattern, masculine",past
תַּעֲבוּרָה,ta'avura,"['ע', 'ב', 'ר']",Noun,"taktula pattern, feminine",traffic
מַעֲבָרוֹן,ma'avaron,"['ע', 'ב', 'ר']",Noun,masculine,"interlude (radio, TV, video)"
לְהִתְעַבְרֵת,lehit'avret,"['ע', 'ב', 'ר', 'ת']",Verb,hitpa'el,to be hebraised
לְעַבְרֵת,le'avret,"['ע', 'ב', 'ר', 'ת']",Verb,pi'el,to hebraise
עוֹבֶשׁ,ovesh,"['ע', 'ב', 'ש']",Noun,"kotel pattern, masculine","mould, mildew"
לְהִתְעַבֵּשׁ,lehit'abesh,"['ע', 'ב', 'ש']",Verb,hitpa'el,"to mould, to become mouldy"
עָבֵשׁ,avesh,[],Adjective,moldy,
עַגְבָנִיָּה,agvaniya,"['ע', 'ג', 'ב']",Noun,feminine,🍅 tomato
עַגֶּבֶת,agevet,"['ע', 'ג', 'ב']",Noun,"kattelet pattern, feminine",syphilis
עַגְבָנִייָּה,agvaniya,"['ע', 'ג', 'ב']",Noun,feminine,🍅 tomato
לַעֲגוֹב,la'agov,"['ע', 'ג', 'ב']",Verb,pa'al,"to court, to seduce someone (על) (dated)"
עָגָה,aga,[],Noun,feminine,slang
עָגוּר,agur,[],Noun,crane (bird),
לְהִתְעַגֵּל,lehit'agel,"['ע', 'ג', 'ל']",Verb,hitpa'el,to become round
עִיגּוּל,igul,"['ע', 'ג', 'ל']",Noun,"kittul pattern, masculine",circle; rounding
עָגוֹל,agol,"['ע', 'ג', 'ל']",Adjective,katol pattern,round (in shape)
עֶגֶל,egel,"['ע', 'ג', 'ל']",Noun,"ketel pattern, masculine",calf (male)
מַעֲגָל,ma'agal,"['ע', 'ג', 'ל']",Noun,"miktal pattern, masculine",circle; cycle
לְעַגֵּל,le'agel,"['ע', 'ג', 'ל']",Verb,pi'el,to round (a number); to make something round
עֲגַלְגַּל,agalgal,"['ע', 'ג', 'ל']",Adjective,ktaltal pattern,"roundish, rounded, rotund; curvy"
עֲגָלָה,agala,"['ע', 'ג', 'ל']",Noun,"ktala pattern, feminine","carriage, cart, wagon; perambulator, pram; trolley"
עֶגְלָה,egla,"['ע', 'ג', 'ל']",Noun,"kitla pattern, feminine",heifer
עָגוּם,agum,"['ע', 'ג', 'ם']",Adjective,katul pattern,"sad, forlorn, depressed"
עַגְמוּמִי,agmumi,"['ע', 'ג', 'ם']",Adjective,"sad, forlorn",
עִיגּוּן,igun,"['ע', 'ג', 'ן']",Noun,"kittul pattern, masculine",anchoring
עוֹגֶן,ogen,"['ע', 'ג', 'ן']",Noun,"kotel pattern, masculine",anchor
לְעַגֵּן,le'agen,"['ע', 'ג', 'ן']",Verb,pi'el,"to anchor, to put on anchor"
לַעֲגוֹן,la'agon,"['ע', 'ג', 'ן']",Verb,pa'al,"to anchor, to be anchored"
עַד,ad,[],Preposition,"until, up to",
עַד,ad,[],Noun,masculine,eternity
עֲדִי,adi,"['ע', 'ד', 'ה']",Noun,"ketel pattern, masculine","adornment, jewellery"
עֲדַייִן,adayin,[],Adverb,"still, yet",
לְהִתְעַדְכֵּן,lehit'adken,"['ע', 'ד', 'כ', 'ן']",Verb,hitpa'el,to get updated
לְעַדְכֵּן,le'adken,"['ע', 'ד', 'כ', 'ן']",Verb,pi'el,to update; to give an update
עִידְכּוּן,idkun,"['ע', 'ד', 'כ', 'ן']",Noun,"kittul pattern, masculine",update
לְהִתְעַדֵּן,lehit'aden,"['ע', 'ד', 'ן']",Verb,hitpa'el,"to become refined, delicate"
עָדִין,adin,"['ע', 'ד', 'ן']",Adjective,katil pattern,"delicate, gentle"
לְעַדֵּן,le'aden,"['ע', 'ד', 'ן']",Verb,pi'el,to make more delicate; to spoil someone (lit.)
עָדִיף,adif,"['ע', 'ד', 'ף']",Adjective,katil pattern,preferable
לְהַעֲדִיף,leha'adif,"['ע', 'ד', 'ף']",Verb,hif'il,to prefer
עוֹדֶף,odef,"['ע', 'ד', 'ף']",Noun,"kotel pattern, masculine","surplus, excess; change (money)"
עֲדִיפוּת,adifut,"['ע', 'ד', 'ף']",Noun,feminine,preference; preferability
תַּעֲדוּף,ta'aduf,"['ע', 'ד', 'ף']",Noun,"taktul pattern, masculine",prioritization
הֵיעָדְרוּת,he'adrut,"['ע', 'ד', 'ר']",Noun,"hikkatlut pattern, feminine",absence
לַעֲדוֹר,la'ador,"['ע', 'ד', 'ר']",Verb,pa'al,"to till, to hoe"
עֵדֶר,eder,"['ע', 'ד', 'ר']",Noun,"ketel pattern, masculine","flock, herd"
לְהֵיעָדֵר,lehe'ader,"['ע', 'ד', 'ר']",Verb,nif'al,"to be absent, to be missing"
מַעֲדֵר,ma'ader,"['ע', 'ד', 'ר']",Noun,"maktel pattern, masculine",hoe
עֲדָשָׁה,adasha,"['ע', 'ד', 'ש']",Noun,"ktala pattern, feminine",lentil
עֲדָשָׁה,adasha,"['ע', 'ד', 'ש']",Noun,"ktala pattern, feminine",lens
לְהָעִיב,leha'iv,"['ע', 'ו', 'ב']",Verb,hif'il,"to cloud, to overshadow (על) (lit.)"
עָב,av,"['ע', 'ו', 'ב']",Noun,masculine,"cloud, cumulus (lit.)"
לָעוּג,la'ug,"['ע', 'ו', 'ג']",Verb,pa'al,to circle (rare); to draw a circle (rare)
עוּגָה,uga,[],Noun,feminine,🍰 cake
עוּגִייָּה,ugiya,[],Noun,feminine,"🍪 cookie, biscuit"
עֵד,ed,"['ע', 'ו', 'ד']",Noun,masculine,witness
לְהִתְעוֹדֵד,lehit'oded,"['ע', 'ו', 'ד']",Verb,hitpa'el,"to cheer up, to be encouraged"
לְהָעִיד,leha'id,"['ע', 'ו', 'ד']",Verb,hif'il,"to testify, to witness"
לְעוֹדֵד,le'oded,"['ע', 'ו', 'ד']",Verb,pi'el,"to encourage, to motivate"
תְּעוּדָה,te'uda,"['ע', 'ו', 'ד']",Noun,"tkula pattern, feminine","certificate, document"
עֵדָה,eda,"['ע', 'ו', 'ד']",Noun,feminine,"congregation, community; ethnic or religious group"
עֵדוּת,edut,"['ע', 'ו', 'ד']",Noun,feminine,"testimony, proof, evidence"
עוֹד,od,[],Adverb,"yet, still; more (forms with pronominal suffixes are used in highly formal or poetic language)",
עִידוּד,idud,"['ע', 'ו', 'ד']",Noun,masculine,"encouragement, motivation; promoting, spurring, stimulation"
לְהָעִיז,leha'iz,"['ע', 'ו', 'ז']",Verb,hif'il,"to dare (colloquial); להעיז פנים: to be insolent, to be cheeky"
לָעוּט,la'ut,"['ע', 'ו', 'ט']",Verb,pa'al,"to pounce, to lunge, to attack"
עָווֹן,avon,"['ע', 'ו', 'ה']",Noun,"katon pattern, masculine",sin; (legal) misdemeanor
לְהַעֲווֹת,leha'avot,"['ע', 'ו', 'ה']",Verb,hif'il,"to twist, to distort (used in expression להעוות פנים: to make a face)"
לְעַוּוֹת,le'avot,"['ע', 'ו', 'ה']",Verb,pi'el,to distort (words)
עֲווִיל,avil,"['ע', 'ו', 'ל']",Noun,"ktil pattern, masculine","wrongdoer, evil person (biblical)"
עָווֶל,avel,"['ע', 'ו', 'ל']",Noun,"ketel pattern, masculine","injustice, evil"
מָעוֹן,ma'on,"['ע', 'ו', 'ן']",Noun,"miktal pattern, masculine","abode, habitat (lit.); creche, nursery"
עוֹנָה,ona,[],Noun,feminine,"season, period"
לְהָעִיף,leha'if,"['ע', 'ו', 'ף']",Verb,hif'il,"to propel, to throw, to launch; to throw away"
לָעוּף,la'uf,"['ע', 'ו', 'ף']",Verb,pa'al,"to fly (of birds, insects etc.), to go away"
לְהִתְעוֹפֵף,lehit'ofef,"['ע', 'ו', 'ף']",Verb,hitpa'el,"to flutter, to fly"
תְּעוּפָה,te'ufa,"['ע', 'ו', 'ף']",Noun,"tkula pattern, feminine",aviation
לְעוֹפֵף,le'ofef,"['ע', 'ו', 'ף']",Verb,pi'el,"to fly, to flutter"
מָעוֹף,ma'of,"['ע', 'ו', 'ף']",Noun,"miktal pattern, masculine","flight, hovering; imagination, vision"
עוֹף,of,"['ע', 'ו', 'ף']",Noun,masculine,"🐔🍗 chicken, fowl, poultry (as food); large bird"
לְהָעִיק,leha'ik,"['ע', 'ו', 'ק']",Verb,hif'il,"to bother, to trouble, to burden"
מוּעָקָה,mu'aka,"['ע', 'ו', 'ק']",Noun,"discomfort, unease",
עִיווָּרוֹן,ivaron,"['ע', 'ו', 'ר']",Noun,"kittalon pattern, masculine",blindness
לְהִתְעוֹרֵר,lehit'orer,"['ע', 'ו', 'ר']",Verb,hitpa'el,"to awaken, to wake up; to arise (of a feeling, a problem)"
לְהֵיעוֹר,lehe'or,"['ע', 'ו', 'ר']",Verb,nif'al,"to be awaken, to get up (rare)"
לְהָעִיר,leha'ir,"['ע', 'ו', 'ר']",Verb,hif'il,"to wake up (someone); to remark, to comment"
לְעוֹרֵר,le'orer,"['ע', 'ו', 'ר']",Verb,pi'el,"to wake up (someone); to arouse, to spur"
לְהִתְעַווֵּר,lehit'aver,"['ע', 'ו', 'ר']",Verb,hitpa'el,to become blind
לָעוּר,la'ur,"['ע', 'ו', 'ר']",Verb,pa'al,"to wake up, to get up (mostly used in imperative)"
עִיווֵּר,iver,"['ע', 'ו', 'ר']",Adjective,kittel pattern,blind
הֶעָרָה,he'ara,"['ע', 'ו', 'ר']",Noun,feminine,"comment, remark"
מְעָרָה,me'ara,"['ע', 'ו', 'ר']",Noun,feminine,"cave, cavern"
עוֹר,or,[],Noun,masculine,"skin; hide, leather"
לְעַווֵּר,le'aver,"['ע', 'ו', 'ר']",Verb,pi'el,to blind
עִיוּוּת,ivut,"['ע', 'ו', 'ת']",Noun,"kittul pattern, masculine",distortion
לְהִתְעַווֵּת,lehit'avet,"['ע', 'ו', 'ת']",Verb,hitpa'el,"to be distorted, twisted"
לְעַווֵּת,le'avet,"['ע', 'ו', 'ת']",Verb,pi'el,"to distort, to twist"
לַעֲזוֹב,la'azov,"['ע', 'ז', 'ב']",Verb,pa'al,"to leave, to abandon"
לְהֵיעָזֵב,lehe'azev,"['ע', 'ז', 'ב']",Verb,nif'al,"to be left, to be abandoned"
עוֹז,oz,"['ע', 'ז', 'ז']",Noun,"kotel pattern, masculine","strength, might"
לְהָעֵז,leha'ez,"['ע', 'ז', 'ז']",Verb,hif'il,to dare
מָעוֹז,ma'oz,"['ע', 'ז', 'ז']",Noun,"miktal pattern, masculine","refuge, fortress, stronghold"
עַז,az,"['ע', 'ז', 'ז']",Adjective,kal pattern,"strong, mighty; intense"
תְּעוּזָה,te'uza,"['ע', 'ז', 'ז']",Noun,"tkula pattern, feminine","daring, courage, valor"
עֶזְרָה,ezra,"['ע', 'ז', 'ר']",Noun,"kitla pattern, feminine","help, assistance"
עֵזֶר,ezer,"['ע', 'ז', 'ר']",Noun,"ketel pattern, masculine","assistance, help; auxiliary (in expressions); (in plural) accessories"
לַעֲזוֹר,la'azor,"['ע', 'ז', 'ר']",Verb,pa'al,"to help, to assist, to aid"
לְהֵיעָזֵר,lehe'azer,"['ע', 'ז', 'ר']",Verb,nif'al,"to be helped, to be assisted by (ב-)"
עֵט,et,[],Noun,masculine,pen
לַעֲטוֹת,la'atot,"['ע', 'ט', 'ה']",Verb,pa'al,to wrap oneself (lit.)
לְהַעֲטוֹת,leha'atot,"['ע', 'ט', 'ה']",Verb,hif'il,to wrap (lit.)
עֲטִייָּה,atiya,"['ע', 'ט', 'ה']",Noun,"ktila pattern, feminine","wearing, wrapping oneself"
עֲטַלֵּף,atalef,[],Noun,bat (animal),
לַעֲטוֹף,la'atof,"['ע', 'ט', 'ף']",Verb,pa'al,"to wrap, to cover, to envelop"
לְהֵיעָטֵף,lehe'atef,"['ע', 'ט', 'ף']",Verb,nif'al,"to be wrapped, covered"
לְהִתְעַטֵּף,lehit'atef,"['ע', 'ט', 'ף']",Verb,hitpa'el,to wrap oneself
מַעֲטָפָה,ma'atafa,"['ע', 'ט', 'ף']",Noun,"miktala pattern, feminine",envelope; wrapping
עָטוּף,atuf,"['ע', 'ט', 'ף']",Adjective,katul pattern,"wrapped, covered"
עֲטִיפָה,atifa,"['ע', 'ט', 'ף']",Noun,"ktila pattern, feminine",wrapping
לְעַטֵּר,le'ater,"['ע', 'ט', 'ר']",Verb,pi'el,"to decorate, to adorn; to award"
לְהֵיעָטֵר,lehe'ater,"['ע', 'ט', 'ר']",Verb,nif'al,to be crowned (with something) (lit.)
לַעֲטוֹר,la'ator,"['ע', 'ט', 'ר']",Verb,pa'al,"to crown; to encircle, to surround"
הִתְעַטְּשׁוּת,hit'atshut,"['ע', 'ט', 'ש']",Noun,"hitkattlut pattern, feminine",sneezing
לְהִתְעַטֵּשׁ,lehit'atesh,"['ע', 'ט', 'ש']",Verb,hitpa'el,to sneeze
עִידָן,idan,[],Noun,masculine,"era, eon, age, period"
עַיִט,ayit,"['ע', 'י', 'ט']",Noun,"ketel pattern, masculine",eagle
לְעַייֵּן,le'ayen,"['ע', 'י', 'ן']",Verb,pi'el,"to study; to consider, to weigh"
עִיּוּן,iyun,"['ע', 'י', 'ן']",Noun,"kittul pattern, masculine","study, contemplation"
עַיִן,ayin,"['ע', 'י', 'ן']",Noun,"ketel pattern, feminine",eye
עוֹיֵן,oyen,"['ע', 'י', 'ן']",Adjective,kotel pattern,hostile
לַעֲיוֹן,la'ayon,"['ע', 'י', 'ן']",Verb,pa'al,"to be hostile, to hate"
מַעֲייָן,ma'ayan,"['ע', 'י', 'ן']",Noun,"miktal pattern, masculine","spring, water source"
עֵינָב,enav,[],Noun,masculine,🍇 grape
עָייֵף,ayef,"['ע', 'י', 'ף']",Verb,pa'al,to be tired
לְהִתְעַייֵּף,lehit'ayef,"['ע', 'י', 'ף']",Verb,hitpa'el,to become tired
עָייֵפוּת,ayefut,"['ע', 'י', 'ף']",Noun,feminine,"fatigue, exhaustion"
לְעַייֵּף,le'ayef,"['ע', 'י', 'ף']",Verb,pi'el,"to tire, to exhaust"
עָייֵף,ayef,"['ע', 'י', 'ף']",Adjective,katel pattern,"tired, fatigued, exhausted"
מֵעִיק,me'ik,"['ע', 'י', 'ק']",Adjective,maktil pattern,"irritating, burdensome, troublesome"
עֲייָרָה,ayara,"['ע', 'י', 'ר']",Noun,"ktala pattern, feminine",town
עִירִייָּה,iriya,"['ע', 'י', 'ר']",Noun,feminine,municipality
עַיִר,ayir,"['ע', 'י', 'ר']",Noun,"ketel pattern, masculine","foal, colt (donkey, male)"
עִיר,ir,[],Noun,feminine,"town, city"
לְהִתְעַייֵּר,lehit'ayer,"['ע', 'י', 'ר']",Verb,hitpa'el,to become urbanized
עֵירוֹם,erom,[],Adjective,naked,
עִירוֹנִי,ironi,[],Adjective,urban,
לְהִתְעַכֵּב,lehit'akev,"['ע', 'כ', 'ב']",Verb,hitpa'el,to be delayed
לְעַכֵּב,le'akev,"['ע', 'כ', 'ב']",Verb,pi'el,"to delay, to hinder, to prevent; to withhold"
עִיכּוּב,ikuv,"['ע', 'כ', 'ב']",Noun,"kittul pattern, masculine","hindrance, delay"
עֲכָּבִישׁ,akavish,[],Noun,masculine,🕷️ spider
עַכְבָּר,achbar,[],Noun,masculine,mouse 🐀🖱️
לְהִתְעַכֵּל,lehit'akel,"['ע', 'כ', 'ל']",Verb,hitpa'el,to be digested
לְהֵיעָכֵל,lehe'achel,"['ע', 'כ', 'ל']",Verb,nif'al,to be digested
לְעַכֵּל,le'akel,"['ע', 'כ', 'ל']",Verb,pi'el,to digest
עִיכּוּל,ikul,"['ע', 'כ', 'ל']",Noun,"kittul pattern, masculine",digestion
לְהַעֲכִיר,leha'achir,"['ע', 'כ', 'ר']",Verb,hif'il,"to muddy, to taint (relationship, atmosphere)"
לְהֵיעָכֵר,lehe'acher,"['ע', 'כ', 'ר']",Verb,nif'al,"to be troubled; to be marred, to be defaced"
לַעֲכוֹר,la'achor,"['ע', 'כ', 'ר']",Verb,pa'al,"to trouble; to damage, to disrupt"
עַכְשָׁיו,achshav,[],Adverb,now,
עַל,al,[],Preposition,"on, upon; over; about, regarding",
עַל גַּב,al gav,[],Preposition,"on, upon",
עַל גַּבֵּי,al gabei,[],Preposition,"on, upon",
עַל יַד,al yad,[],Preposition,next to,
עַל יְדֵי,al yedei,[],Preposition,"by, via (in a passive construction); by means of",
עַל פִּי,al pi,[],Preposition,"according to, in accordance with",
עַל פְּנֵי,al pnei,[],Preposition,"over, on the surface of; above",
הַעֲלָאָה,ha'ala'a,"['ע', 'ל', 'א']",Noun,"haktala pattern, feminine","raising (a price, etc.), elevating; bringing immigrants to Israel; uploading (a file)"
עֶלְבּוֹן,elbon,"['ע', 'ל', 'ב']",Noun,"kitlon pattern, masculine","insult, offence"
הַעֲלָבָה,ha'alava,"['ע', 'ל', 'ב']",Noun,"haktala pattern, feminine","insult, offence; insulting"
לְהַעֲלִיב,leha'aliv,"['ע', 'ל', 'ב']",Verb,hif'il,"to insult, to offend"
עָלוּב,aluv,"['ע', 'ל', 'ב']",Adjective,katul pattern,"forlorn, wretched, neglected, dismal; meager, worthless"
לְהֵיעָלֵב,lehe'alev,"['ע', 'ל', 'ב']",Verb,nif'al,"to be insulted, to be offended"
לַעֲלוֹב,la'alov,"['ע', 'ל', 'ב']",Verb,pa'al,"insult, offend (ב־)"
לַעֲלוֹז,la'aloz,"['ע', 'ל', 'ז']",Verb,pa'al,"to rejoice, to be happy (lit.)"
עַלִּיז,aliz,"['ע', 'ל', 'ז']",Adjective,kattil pattern,"joyful, happy, jovial, jolly, cheerful; gay, homosexual (slang, dated)"
מַעֲלָה,ma'ala,"['ע', 'ל', 'ה']",Noun,"miktal pattern, feminine","degree (chemistry, geometry); step, stage; advantage, virtue"
עִילּוּי,iluy,"['ע', 'ל', 'ה']",Noun,"kittul pattern, masculine","genius;,prodigy"
עֶלְיוֹן,elyon,"['ע', 'ל', 'ה']",Adjective,kitlon pattern,"supreme, top, uppermost"
עֲלִיָּה,aliya,"['ע', 'ל', 'ה']",Noun,"ktila pattern, feminine","ascent, rise; immigration to Israel, aliyah"
לְהִתְעַלּוֹת,lehit'alot,"['ע', 'ל', 'ה']",Verb,hitpa'el,to become elevated (lit.)
עֶלְיוֹנוּת,elyonut,"['ע', 'ל', 'ה']",Noun,feminine,"supremacy, superiority"
מַעְלָה,mala,"['ע', 'ל', 'ה']",Adverb,upwards,
נַעֲלֶה,na'ale,"['ע', 'ל', 'ה']",Adjective,niktal pattern,"lofty, exalted"
לְהַעֲלוֹת,leha'alot,"['ע', 'ל', 'ה']",Verb,hif'il,"to raise, to elevate, to bring up; to upload (a file)"
מְעוּלֶּה,me'ule,"['ע', 'ל', 'ה']",Adjective,mekuttal pattern,"wonderful, excellent"
עָלֶה,ale,"['ע', 'ל', 'ה']",Noun,"katel pattern, masculine",leaf
לְמַעְלָה,lemala,"['ע', 'ל', 'ה']",Adverb,"upwards, up",
עֲלוּת,alut,"['ע', 'ל', 'ה']",Noun,"ktut pattern, feminine","cost, expense"
לַעֲלוֹת,la'alot,"['ע', 'ל', 'ה']",Verb,pa'al,"to rise, to ascend; to immigrate to Israel; to cost"
עָלוֹן,alon,"['ע', 'ל', 'ה']",Noun,masculine,"leaflet, brochure, booklet"
מַעֲלִית,ma'alit,"['ע', 'ל', 'ה']",Noun,feminine,"elevator, lift"
עוֹל,ol,"['ע', 'ל', 'ל']",Noun,"kotel pattern, masculine",burden; yoke
לְהִתְעַלֵּל,lehit'alel,"['ע', 'ל', 'ל']",Verb,hitpa'el,"to abuse, to sneer"
